"IsDepDelayed","fYear","fMonth","fDayofMonth","fDayOfWeek","UniqueCarrier","Origin","Dest","Distance"
"NO","f2000","f1","f24","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f25","f2","HP","CMH","PHX",1671
"YES","f2000","f1","f26","f3","HP","CMH","PHX",1671
"NO","f2000","f1","f27","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f28","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f29","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f30","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f31","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f1","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f2","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f3","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f4","f2","HP","CMH","PHX",1671
"YES","f2000","f1","f5","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f6","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f7","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f9","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f10","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f11","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f12","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f13","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f14","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f15","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f16","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f17","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f18","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f19","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f20","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f22","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f24","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f25","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f26","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f27","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f28","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f29","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f30","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f31","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f1","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f2","f7","HP","CMH","PHX",1671
"YES","f2000","f1","f1","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f3","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f4","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f5","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f6","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f7","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f8","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f9","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f10","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f11","f2","HP","CMH","PHX",1671
"YES","f2000","f1","f12","f3","HP","CMH","PHX",1671
"NO","f2000","f1","f13","f4","HP","CMH","PHX",1671
"YES","f2000","f1","f14","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f15","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f16","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f17","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f19","f3","HP","CMH","PHX",1671
"NO","f2000","f1","f20","f4","HP","CMH","PHX",1671
"YES","f2000","f1","f21","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f22","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f23","f7","HP","CMH","PHX",1671
"YES","f2000","f1","f24","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f25","f2","HP","CMH","PHX",1671
"YES","f2000","f1","f26","f3","HP","CMH","PHX",1671
"NO","f2000","f1","f27","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f28","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f30","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f31","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f1","f6","HP","COS","PHX",551
"NO","f2000","f1","f8","f6","HP","COS","PHX",551
"NO","f2000","f1","f15","f6","HP","COS","PHX",551
"NO","f2000","f1","f22","f6","HP","COS","PHX",551
"YES","f2000","f1","f29","f6","HP","COS","PHX",551
"YES","f2000","f1","f8","f6","HP","COS","PHX",551
"NO","f2000","f1","f15","f6","HP","COS","PHX",551
"NO","f2000","f1","f22","f6","HP","COS","PHX",551
"NO","f2000","f1","f29","f6","HP","COS","PHX",551
"NO","f2000","f1","f6","f4","HP","COS","PHX",551
"NO","f2000","f1","f7","f5","HP","COS","PHX",551
"NO","f2000","f1","f9","f7","HP","COS","PHX",551
"NO","f2000","f1","f11","f2","HP","COS","PHX",551
"NO","f2000","f1","f13","f4","HP","COS","PHX",551
"NO","f2000","f1","f14","f5","HP","COS","PHX",551
"NO","f2000","f1","f16","f7","HP","COS","PHX",551
"NO","f2000","f1","f17","f1","HP","COS","PHX",551
"NO","f2000","f1","f18","f2","HP","COS","PHX",551
"NO","f2000","f1","f19","f3","HP","COS","PHX",551
"NO","f2000","f1","f20","f4","HP","COS","PHX",551
"NO","f2000","f1","f23","f7","HP","COS","PHX",551
"NO","f2000","f1","f24","f1","HP","COS","PHX",551
"NO","f2000","f1","f25","f2","HP","COS","PHX",551
"NO","f2000","f1","f27","f4","HP","COS","PHX",551
"NO","f2000","f1","f28","f5","HP","COS","PHX",551
"NO","f2000","f1","f30","f7","HP","COS","PHX",551
"NO","f2000","f1","f31","f1","HP","COS","PHX",551
"NO","f2000","f1","f5","f3","HP","COS","PHX",551
"YES","f2000","f1","f6","f4","HP","COS","PHX",551
"NO","f2000","f1","f7","f5","HP","COS","PHX",551
"YES","f2000","f1","f9","f7","HP","COS","PHX",551
"NO","f2000","f1","f10","f1","HP","COS","PHX",551
"NO","f2000","f1","f11","f2","HP","COS","PHX",551
"NO","f2000","f1","f12","f3","HP","COS","PHX",551
"NO","f2000","f1","f13","f4","HP","COS","PHX",551
"NO","f2000","f1","f14","f5","HP","COS","PHX",551
"NO","f2000","f1","f16","f7","HP","COS","PHX",551
"NO","f2000","f1","f17","f1","HP","COS","PHX",551
"NO","f2000","f1","f18","f2","HP","COS","PHX",551
"NO","f2000","f1","f19","f3","HP","COS","PHX",551
"NO","f2000","f1","f20","f4","HP","COS","PHX",551
"NO","f2000","f1","f21","f5","HP","COS","PHX",551
"NO","f2000","f1","f23","f7","HP","COS","PHX",551
"NO","f2000","f1","f24","f1","HP","COS","PHX",551
"NO","f2000","f1","f25","f2","HP","COS","PHX",551
"NO","f2000","f1","f26","f3","HP","COS","PHX",551
"YES","f2000","f1","f28","f5","HP","COS","PHX",551
"NO","f2000","f1","f30","f7","HP","COS","PHX",551
"NO","f2000","f1","f31","f1","HP","COS","PHX",551
"NO","f2000","f1","f2","f7","HP","COS","PHX",551
"NO","f2000","f1","f3","f1","HP","COS","PHX",551
"NO","f2000","f1","f1","f6","HP","COS","PHX",551
"NO","f2000","f1","f2","f7","HP","COS","PHX",551
"NO","f2000","f1","f3","f1","HP","COS","PHX",551
"NO","f2000","f1","f4","f2","HP","COS","PHX",551
"NO","f2000","f1","f5","f3","HP","COS","PHX",551
"NO","f2000","f1","f6","f4","HP","COS","PHX",551
"NO","f2000","f1","f7","f5","HP","COS","PHX",551
"YES","f2000","f1","f9","f7","HP","COS","PHX",551
"NO","f2000","f1","f10","f1","HP","COS","PHX",551
"NO","f2000","f1","f11","f2","HP","COS","PHX",551
"NO","f2000","f1","f12","f3","HP","COS","PHX",551
"NO","f2000","f1","f13","f4","HP","COS","PHX",551
"NO","f2000","f1","f14","f5","HP","COS","PHX",551
"NO","f2000","f1","f16","f7","HP","COS","PHX",551
"NO","f2000","f1","f17","f1","HP","COS","PHX",551
"NO","f2000","f1","f19","f3","HP","COS","PHX",551
"NO","f2000","f1","f20","f4","HP","COS","PHX",551
"NO","f2000","f1","f21","f5","HP","COS","PHX",551
"NO","f2000","f1","f23","f7","HP","COS","PHX",551
"NO","f2000","f1","f24","f1","HP","COS","PHX",551
"NO","f2000","f1","f25","f2","HP","COS","PHX",551
"YES","f2000","f1","f26","f3","HP","COS","PHX",551
"YES","f2000","f1","f27","f4","HP","COS","PHX",551
"NO","f2000","f1","f28","f5","HP","COS","PHX",551
"NO","f2000","f1","f30","f7","HP","COS","PHX",551
"NO","f2000","f1","f31","f1","HP","COS","PHX",551
"NO","f2000","f1","f1","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f2","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f3","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f4","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f5","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f6","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f7","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f9","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f10","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f11","f2","DL","CVG","PHX",1569
"NO","f2000","f1","f12","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f13","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f15","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f16","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f17","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f18","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f19","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f20","f4","DL","CVG","PHX",1569
"NO","f2000","f1","f21","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f22","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f23","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f24","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f25","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f26","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f27","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f28","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f29","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f30","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f31","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f1","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f2","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f3","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f4","f2","DL","CVG","PHX",1569
"NO","f2000","f1","f5","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f7","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f8","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f10","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f11","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f12","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f13","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f14","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f15","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f16","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f17","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f18","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f19","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f20","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f21","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f22","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f24","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f25","f2","DL","CVG","PHX",1569
"NO","f2000","f1","f26","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f27","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f28","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f29","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f30","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f31","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f1","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f2","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f4","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f5","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f7","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f8","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f9","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f10","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f11","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f12","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f13","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f14","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f15","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f16","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f17","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f18","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f19","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f20","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f21","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f22","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f23","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f24","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f25","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f26","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f27","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f28","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f29","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f30","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f31","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f1","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f2","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f3","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f4","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f5","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f7","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f8","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f9","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f10","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f11","f2","DL","CVG","PHX",1569
"NO","f2000","f1","f12","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f13","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f14","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f15","f6","DL","CVG","PHX",1569
"NO","f2000","f1","f16","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f17","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f18","f2","DL","CVG","PHX",1569
"YES","f2000","f1","f19","f3","DL","CVG","PHX",1569
"YES","f2000","f1","f20","f4","DL","CVG","PHX",1569
"NO","f2000","f1","f21","f5","DL","CVG","PHX",1569
"NO","f2000","f1","f22","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f23","f7","DL","CVG","PHX",1569
"NO","f2000","f1","f24","f1","DL","CVG","PHX",1569
"YES","f2000","f1","f25","f2","DL","CVG","PHX",1569
"NO","f2000","f1","f26","f3","DL","CVG","PHX",1569
"NO","f2000","f1","f27","f4","DL","CVG","PHX",1569
"YES","f2000","f1","f28","f5","DL","CVG","PHX",1569
"YES","f2000","f1","f29","f6","DL","CVG","PHX",1569
"YES","f2000","f1","f30","f7","DL","CVG","PHX",1569
"YES","f2000","f1","f31","f1","DL","CVG","PHX",1569
"NO","f2000","f1","f2","f7","HP","DEN","PHX",602
"YES","f2000","f1","f3","f1","HP","DEN","PHX",602
"NO","f2000","f1","f2","f7","HP","DEN","PHX",602
"YES","f2000","f1","f3","f1","HP","DEN","PHX",602
"NO","f2000","f1","f4","f2","HP","DEN","PHX",602
"NO","f2000","f1","f6","f4","HP","DEN","PHX",602
"NO","f2000","f1","f7","f5","HP","DEN","PHX",602
"NO","f2000","f1","f8","f6","HP","DEN","PHX",602
"NO","f2000","f1","f9","f7","HP","DEN","PHX",602
"NO","f2000","f1","f10","f1","HP","DEN","PHX",602
"NO","f2000","f1","f11","f2","HP","DEN","PHX",602
"NO","f2000","f1","f13","f4","HP","DEN","PHX",602
"NO","f2000","f1","f14","f5","HP","DEN","PHX",602
"NO","f2000","f1","f15","f6","HP","DEN","PHX",602
"NO","f2000","f1","f16","f7","HP","DEN","PHX",602
"NO","f2000","f1","f17","f1","HP","DEN","PHX",602
"NO","f2000","f1","f18","f2","HP","DEN","PHX",602
"NO","f2000","f1","f19","f3","HP","DEN","PHX",602
"NO","f2000","f1","f20","f4","HP","DEN","PHX",602
"NO","f2000","f1","f21","f5","HP","DEN","PHX",602
"NO","f2000","f1","f22","f6","HP","DEN","PHX",602
"NO","f2000","f1","f23","f7","HP","DEN","PHX",602
"NO","f2000","f1","f24","f1","HP","DEN","PHX",602
"NO","f2000","f1","f25","f2","HP","DEN","PHX",602
"NO","f2000","f1","f26","f3","HP","DEN","PHX",602
"NO","f2000","f1","f27","f4","HP","DEN","PHX",602
"NO","f2000","f1","f28","f5","HP","DEN","PHX",602
"YES","f2000","f1","f29","f6","HP","DEN","PHX",602
"YES","f2000","f1","f30","f7","HP","DEN","PHX",602
"NO","f2000","f1","f31","f1","HP","DEN","PHX",602
"NO","f2000","f1","f4","f2","HP","DEN","PHX",602
"NO","f2000","f1","f5","f3","HP","DEN","PHX",602
"NO","f2000","f1","f6","f4","HP","DEN","PHX",602
"NO","f2000","f1","f7","f5","HP","DEN","PHX",602
"NO","f2000","f1","f9","f7","HP","DEN","PHX",602
"NO","f2000","f1","f10","f1","HP","DEN","PHX",602
"NO","f2000","f1","f11","f2","HP","DEN","PHX",602
"NO","f2000","f1","f12","f3","HP","DEN","PHX",602
"NO","f2000","f1","f13","f4","HP","DEN","PHX",602
"NO","f2000","f1","f14","f5","HP","DEN","PHX",602
"NO","f2000","f1","f15","f6","HP","DEN","PHX",602
"NO","f2000","f1","f16","f7","HP","DEN","PHX",602
"NO","f2000","f1","f17","f1","HP","DEN","PHX",602
"NO","f2000","f1","f18","f2","HP","DEN","PHX",602
"NO","f2000","f1","f19","f3","HP","DEN","PHX",602
"NO","f2000","f1","f20","f4","HP","DEN","PHX",602
"NO","f2000","f1","f21","f5","HP","DEN","PHX",602
"NO","f2000","f1","f22","f6","HP","DEN","PHX",602
"NO","f2000","f1","f23","f7","HP","DEN","PHX",602
"NO","f2000","f1","f24","f1","HP","DEN","PHX",602
"NO","f2000","f1","f25","f2","HP","DEN","PHX",602
"NO","f2000","f1","f26","f3","HP","DEN","PHX",602
"YES","f2000","f1","f27","f4","HP","DEN","PHX",602
"NO","f2000","f1","f28","f5","HP","DEN","PHX",602
"NO","f2000","f1","f29","f6","HP","DEN","PHX",602
"NO","f2000","f1","f30","f7","HP","DEN","PHX",602
"NO","f2000","f1","f31","f1","HP","DEN","PHX",602
"NO","f2000","f1","f1","f6","HP","DEN","PHX",602
"YES","f2000","f1","f2","f7","HP","DEN","PHX",602
"NO","f2000","f1","f3","f1","HP","DEN","PHX",602
"NO","f2000","f1","f4","f2","HP","DEN","PHX",602
"NO","f2000","f1","f5","f3","HP","DEN","PHX",602
"NO","f2000","f1","f7","f5","HP","DEN","PHX",602
"NO","f2000","f1","f9","f7","HP","DEN","PHX",602
"YES","f2000","f1","f10","f1","HP","DEN","PHX",602
"NO","f2000","f1","f12","f3","HP","DEN","PHX",602
"NO","f2000","f1","f13","f4","HP","DEN","PHX",602
"NO","f2000","f1","f16","f7","HP","DEN","PHX",602
"NO","f2000","f1","f17","f1","HP","DEN","PHX",602
"NO","f2000","f1","f18","f2","HP","DEN","PHX",602
"NO","f2000","f1","f19","f3","HP","DEN","PHX",602
"NO","f2000","f1","f20","f4","HP","DEN","PHX",602
"NO","f2000","f1","f21","f5","HP","DEN","PHX",602
"YES","f2000","f1","f23","f7","HP","DEN","PHX",602
"YES","f2000","f1","f24","f1","HP","DEN","PHX",602
"NO","f2000","f1","f25","f2","HP","DEN","PHX",602
"NO","f2000","f1","f27","f4","HP","DEN","PHX",602
"NO","f2000","f1","f28","f5","HP","DEN","PHX",602
"NO","f2000","f1","f30","f7","HP","DEN","PHX",602
"NO","f2000","f1","f31","f1","HP","DEN","PHX",602
"NO","f2000","f1","f4","f2","HP","DEN","PHX",602
"NO","f2000","f1","f5","f3","HP","DEN","PHX",602
"NO","f2000","f1","f6","f4","HP","DEN","PHX",602
"NO","f2000","f1","f7","f5","HP","DEN","PHX",602
"YES","f2000","f1","f10","f1","HP","DEN","PHX",602
"YES","f2000","f1","f11","f2","HP","DEN","PHX",602
"YES","f2000","f1","f12","f3","HP","DEN","PHX",602
"NO","f2000","f1","f13","f4","HP","DEN","PHX",602
"YES","f2000","f1","f14","f5","HP","DEN","PHX",602
"NO","f2000","f1","f18","f2","HP","DEN","PHX",602
"NO","f2000","f1","f20","f4","HP","DEN","PHX",602
"NO","f2000","f1","f21","f5","HP","DEN","PHX",602
"YES","f2000","f1","f24","f1","HP","DEN","PHX",602
"NO","f2000","f1","f25","f2","HP","DEN","PHX",602
"NO","f2000","f1","f26","f3","HP","DEN","PHX",602
"YES","f2000","f1","f27","f4","HP","DEN","PHX",602
"YES","f2000","f1","f28","f5","HP","DEN","PHX",602
"NO","f2000","f1","f31","f1","HP","DEN","PHX",602
"NO","f2000","f1","f1","f6","HP","DEN","PHX",602
"YES","f2000","f1","f2","f7","HP","DEN","PHX",602
"NO","f2000","f1","f3","f1","HP","DEN","PHX",602
"YES","f2000","f1","f4","f2","HP","DEN","PHX",602
"NO","f2000","f1","f5","f3","HP","DEN","PHX",602
"NO","f2000","f1","f6","f4","HP","DEN","PHX",602
"NO","f2000","f1","f7","f5","HP","DEN","PHX",602
"NO","f2000","f1","f9","f7","HP","DEN","PHX",602
"NO","f2000","f1","f10","f1","HP","DEN","PHX",602
"NO","f2000","f1","f11","f2","HP","DEN","PHX",602
"NO","f2000","f1","f12","f3","HP","DEN","PHX",602
"NO","f2000","f1","f13","f4","HP","DEN","PHX",602
"YES","f2000","f1","f15","f6","HP","DEN","PHX",602
"NO","f2000","f1","f16","f7","HP","DEN","PHX",602
"YES","f2000","f1","f17","f1","HP","DEN","PHX",602
"NO","f2000","f1","f18","f2","HP","DEN","PHX",602
"NO","f2000","f1","f19","f3","HP","DEN","PHX",602
"NO","f2000","f1","f20","f4","HP","DEN","PHX",602
"NO","f2000","f1","f21","f5","HP","DEN","PHX",602
"NO","f2000","f1","f22","f6","HP","DEN","PHX",602
"NO","f2000","f1","f23","f7","HP","DEN","PHX",602
"YES","f2000","f1","f24","f1","HP","DEN","PHX",602
"YES","f2000","f1","f25","f2","HP","DEN","PHX",602
"NO","f2000","f1","f26","f3","HP","DEN","PHX",602
"YES","f2000","f1","f27","f4","HP","DEN","PHX",602
"NO","f2000","f1","f28","f5","HP","DEN","PHX",602
"NO","f2000","f1","f29","f6","HP","DEN","PHX",602
"NO","f2000","f1","f30","f7","HP","DEN","PHX",602
"YES","f2000","f1","f31","f1","HP","DEN","PHX",602
"NO","f2000","f1","f1","f6","HP","DEN","PHX",602
"NO","f2000","f1","f2","f7","HP","DEN","PHX",602
"NO","f2000","f1","f3","f1","HP","DEN","PHX",602
"YES","f2000","f1","f4","f2","HP","DEN","PHX",602
"NO","f2000","f1","f6","f4","HP","DEN","PHX",602
"NO","f2000","f1","f7","f5","HP","DEN","PHX",602
"NO","f2000","f1","f8","f6","HP","DEN","PHX",602
"NO","f2000","f1","f9","f7","HP","DEN","PHX",602
"NO","f2000","f1","f11","f2","HP","DEN","PHX",602
"NO","f2000","f1","f12","f3","HP","DEN","PHX",602
"NO","f2000","f1","f13","f4","HP","DEN","PHX",602
"NO","f2000","f1","f14","f5","HP","DEN","PHX",602
"NO","f2000","f1","f15","f6","HP","DEN","PHX",602
"NO","f2000","f1","f16","f7","HP","DEN","PHX",602
"NO","f2000","f1","f17","f1","HP","DEN","PHX",602
"NO","f2000","f1","f18","f2","HP","DEN","PHX",602
"NO","f2000","f1","f19","f3","HP","DEN","PHX",602
"NO","f2000","f1","f20","f4","HP","DEN","PHX",602
"NO","f2000","f1","f21","f5","HP","DEN","PHX",602
"NO","f2000","f1","f22","f6","HP","DEN","PHX",602
"NO","f2000","f1","f23","f7","HP","DEN","PHX",602
"NO","f2000","f1","f24","f1","HP","DEN","PHX",602
"NO","f2000","f1","f25","f2","HP","DEN","PHX",602
"NO","f2000","f1","f26","f3","HP","DEN","PHX",602
"NO","f2000","f1","f27","f4","HP","DEN","PHX",602
"NO","f2000","f1","f28","f5","HP","DEN","PHX",602
"NO","f2000","f1","f30","f7","HP","DEN","PHX",602
"NO","f2000","f1","f31","f1","HP","DEN","PHX",602
"YES","f2000","f1","f8","f6","HP","DEN","PHX",602
"NO","f2000","f1","f9","f7","HP","DEN","PHX",602
"NO","f2000","f1","f15","f6","HP","DEN","PHX",602
"NO","f2000","f1","f16","f7","HP","DEN","PHX",602
"NO","f2000","f1","f22","f6","HP","DEN","PHX",602
"NO","f2000","f1","f23","f7","HP","DEN","PHX",602
"NO","f2000","f1","f29","f6","HP","DEN","PHX",602
"NO","f2000","f1","f30","f7","HP","DEN","PHX",602
"NO","f2000","f1","f5","f3","UA","DEN","PHX",602
"YES","f2000","f1","f1","f6","UA","DEN","PHX",602
"YES","f2000","f1","f2","f7","UA","DEN","PHX",602
"YES","f2000","f1","f3","f1","UA","DEN","PHX",602
"YES","f2000","f1","f4","f2","UA","DEN","PHX",602
"YES","f2000","f1","f5","f3","UA","DEN","PHX",602
"NO","f2000","f1","f7","f5","UA","DEN","PHX",602
"NO","f2000","f1","f8","f6","UA","DEN","PHX",602
"YES","f2000","f1","f9","f7","UA","DEN","PHX",602
"YES","f2000","f1","f10","f1","UA","DEN","PHX",602
"NO","f2000","f1","f12","f3","UA","DEN","PHX",602
"NO","f2000","f1","f13","f4","UA","DEN","PHX",602
